Категория;Предназначение;Наименование;;Номенклатурный номер;Диаметр;Длинна;Вид покрытия;Класс прочности;Резьба;мкм;Шаг резьбы;Фасовка;Еденица измерения;Цена;Вес за еденицу;;
;;;42;4382012439;8;45;Без покрытия;8.8;Полная;;1,25;;;4,43;23,04;;
;;;42;4382012440;8;45;Цинк (белый);8.8;Полная;6;1,25;;;4,85;23,04;;
;;;42;4382015903;8;45;Цинк (белый);10.9;Полная;6;1,25;;;5,06;23,04;;
;;;42;4382014996;8;50;Без покрытия;10.9;Полная;;1,25;;;4,64;25,02;;
;;;42;4382014997;8;50;Цинк (белый);10.9;Полная;6;1,25;;;5,06;25,02;;
;;;42;4382012176;8;50;Без покрытия;5.8;Полная;;1,25;;;3,43;25,02;;
;;;42;4382012177;8;50;Цинк (белый);5.8;Полная;6;1,25;;;3,85;25,02;;
;;;42;4382012178;8;50;Без покрытия;8.8;Полная;;1,25;;;4,43;25,02;;
;;;42;4382012179;8;50;Цинк (белый);8.8;Полная;6;1,25;;;4,85;25,02;;
;;;42;4382016053;8;55;Без покрытия;10.9;Полная;;1,25;;;4,64;26,99;;
;;;42;4382012180;8;55;Без покрытия;5.8;Полная;;1,25;;;3,43;26,99;;
;;;42;4382012181;8;55;Цинк (белый);5.8;Полная;6;1,25;;;3,85;26,99;;
;;;42;4382012182;8;55;Без покрытия;8.8;Полная;;1,25;;;4,43;26,99;;
;;;42;4382012183;8;55;Цинк (белый);8.8;Полная;6;1,25;;;4,85;26,99;;
;;;42;4382016078;8;60;Без покрытия;10.9;Полная;;1,25;;;4,64;28,97;;
;;;42;4382016079;8;60;Цинк (белый);10.9;Полная;6;1,25;;;5,06;28,97;;
;;;42;4382012184;8;60;Без покрытия;5.8;Полная;;1,25;;;3,43;28,97;;
;;;42;4382012185;8;60;Цинк (белый);5.8;Полная;6;1,25;;;3,85;28,97;;
;;;42;4382012186;8;60;Без покрытия;8.8;Полная;;1,25;;;4,43;28,97;;
;;;42;4382012187;8;60;Цинк (белый);8.8;Полная;6;1,25;;;4,85;28,97;;
;;;42;4382016080;8;65;Без покрытия;10.9;Полная;;1,25;;;4,64;30,94;;
;;;42;4382016081;8;65;Цинк (белый);10.9;Полная;6;1,25;;;5,06;30,94;;
;;;42;4382012188;8;65;Без покрытия;5.8;Полная;;1,25;;;3,43;30,94;;
;;;42;4382012189;8;65;Цинк (белый);5.8;Полная;6;1,25;;;3,85;30,94;;
;;;42;4382012441;8;65;Без покрытия;8.8;Полная;;1,25;;;4,43;30,94;;
;;;42;4382016055;8;70;Без покрытия;10.9;Полная;;1,25;;;4,64;32,91;;
;;;42;4382016056;8;70;Цинк (белый);10.9;Полная;6;1,25;;;5,06;32,91;;
;;;42;4382012190;8;70;Без покрытия;5.8;Полная;;1,25;;;3,43;32,91;;
;;;42;4382012191;8;70;Цинк (белый);5.8;Полная;6;1,25;;;3,85;32,91;;
;;;42;4382012192;8;70;Без покрытия;8.8;Полная;;1,25;;;4,43;32,91;;
;;;42;4382012193;8;70;Цинк (белый);8.8;Полная;6;1,25;;;4,85;32,91;;
;;;42;4382017318;8;70;Цинк (желтый);5.8;Полная;6;1,25;;;3,89;32,91;;
;;;42;4382012194;8;75;Без покрытия;5.8;Полная;;1,25;;;3,43;34,89;;
;;;42;4382012195;8;75;Цинк (белый);5.8;Полная;6;1,25;;;3,85;34,89;;
;;;42;4382013132;8;75;Без покрытия;8.8;Полная;;1,25;;;4,43;34,89;;
;;;42;4382013133;8;75;Цинк (белый);8.8;Полная;6;1,25;;;4,85;34,89;;
;;;42;4382012196;8;80;Без покрытия;5.8;Полная;;1,25;;;3,43;36,86;;
;;;42;4382012197;8;80;Цинк (белый);5.8;Полная;6;1,25;;;3,85;36,86;;
;;;42;4382012198;8;80;Без покрытия;8.8;Полная;;1,25;;;4,43;36,86;;
;;;42;4382012199;8;80;Цинк (белый);8.8;Полная;6;1,25;;;4,85;36,86;;
;;;42;4382015884;8;80;Без покрытия;10.9;Полная;;1,25;;;4,64;36,86;;
;;;42;4382015885;8;80;Цинк (белый);10.9;Полная;6;1,25;;;5,06;36,86;;
;;;42;4382017319;8;80;Цинк (желтый);5.8;Полная;6;1,25;;;3,89;36,86;;
;;;42;4382017327;8;85;Цинк (белый);5.8;Полная;6;;;;3,85;38,84;;
;;;42;4382016377;8;90;Без покрытия;5.8;Полная;;1,25;;;3,43;40,81;;
;;;42;4382016378;8;90;Цинк (белый);5.8;Полная;6;1,25;;;3,85;40,81;;
;;;42;4382013449;8;100;Без покрытия;5.8;Полная;;1,25;;;3,45;44,76;;
;;;42;4382012048;10;20;Без покрытия;5.8;Полная;;1,5;;;3,42;21,46;;
;;;42;4382012049;10;20;Цинк (белый);5.8;Полная;6;1,5;;;3,84;21,46;;
;;;42;4382012050;10;20;Без покрытия;8.8;Полная;;1,5;;;4,42;21,46;;
;;;42;4382014173;10;20;Цинк (желтый);8.8;Полная;6;1,5;;;4,88;21,46;;
;;;42;4382012051;10;20;Цинк (белый);8.8;Полная;6;1,5;;;4,84;21,46;;
;;;42;4382015698;10;20;Цинк (белый);10.9;Полная;6;1,5;;;5,01;21,46;;
;;;42;4382014965;10;25;Без покрытия;10.9;Полная;;1,5;;;4,59;23,8;;
;;;42;4382014966;10;25;Цинк (белый);10.9;Полная;6;1,5;;;5,01;23,8;;
;;;42;4382012052;10;25;Без покрытия;5.8;Полная;;1,5;;;3,42;23,8;;
;;;42;4382012053;10;25;Цинк (белый);5.8;Полная;6;1,5;;;3,84;23,8;;
;;;42;4382012054;10;25;Без покрытия;8.8;Полная;;1,5;;;4,42;23,8;;
;;;42;4382014819;10;25;Цинк (желтый);8.8;Полная;6;1,5;;;4,88;23,8;;
;;;42;4382012055;10;25;Цинк (белый);8.8;Полная;6;1,5;;;4,84;23,8;;
;;;42;4382015062;10;30;Без покрытия;10.9;Полная;;1,5;;;4,59;25,87;;
;;;42;4382015063;10;30;Цинк (белый);10.9;Полная;6;1,5;;;5,01;25,87;;
;;;42;4382012056;10;30;Без покрытия;5.8;Полная;;1,5;;;3,42;25,87;;
;;;42;4382012057;10;30;Цинк (белый);5.8;Полная;6;1,5;;;3,84;25,87;;
;;;42;4382012058;10;30;Без покрытия;8.8;Полная;;1,5;;;4,42;25,87;;
;;;42;4382014042;10;30;Цинк (желтый);8.8;Полная;6;1,5;;;4,88;25,87;;
;;;42;4382012059;10;30;Цинк (белый);8.8;Полная;6;1,5;;;4,84;25,87;;
;;;42;4382017594;10;30;Без покрытия;12.9;Полная;;1,5;;;4,69;25,87;;
;;;42;4382015126;10;35;Без покрытия;10.9;Полная;;1,5;;;4,59;28,64;;
;;;42;4382015127;10;35;Цинк (белый);10.9;Полная;6;1,5;;;5,01;28,64;;
;;;42;4382012060;10;35;Без покрытия;5.8;Полная;;1,5;;;3,42;28,64;;
;;;42;4382012061;10;35;Цинк (белый);5.8;Полная;6;1,5;;;3,84;28,64;;
;;;42;4382012062;10;35;Без покрытия;8.8;Полная;;1,5;;;4,42;28,64;;
;;;42;4382012063;10;35;Цинк (белый);8.8;Полная;6;1,5;;;4,84;28,64;;
;;;42;4382017508;10;35;Без покрытия;10.9;Полная;;1,5;;;4,95;1;;
;;;42;4382015128;10;40;Без покрытия;10.9;Полная;;1,5;;;4,59;31,03;;
;;;42;4382015129;10;40;Цинк (белый);10.9;Полная;6;1,5;;;5,01;31,03;;
;;;42;4382011728;10;40;Без покрытия;5.8;Полная;;1,5;;;3,42;31,03;;
;;;42;4382011730;10;40;Цинк (белый);5.8;Полная;6;1,5;;;3,84;31,03;;
;;;42;4382012415;10;40;Без покрытия;8.8;Полная;;1,5;;;4,42;31,03;;
;;;42;4382012416;10;40;Цинк (белый);8.8;Полная;6;1,5;;;4,84;31,03;;
;;;42;4382015150;10;45;Без покрытия;10.9;Полная;;1,5;;;4,59;35,17;;
;;;42;4382015151;10;45;Цинк (белый);10.9;Полная;6;1,5;;;5,01;35,17;;
;;;42;4382012064;10;45;Без покрытия;5.8;Полная;;1,5;;;3,42;33,51;;
;;;42;4382012065;10;45;Цинк (белый);5.8;Полная;6;1,5;;;3,84;33,51;;
;;;42;4382012066;10;45;Без покрытия;8.8;Полная;;1,5;;;4,42;33,51;;
;;;42;4382012067;10;45;Цинк (белый);8.8;Полная;6;1,5;;;4,84;33,51;;
;;;42;4382015064;10;50;Без покрытия;10.9;Полная;;1,5;;;4,59;35,99;;
;;;42;4382015065;10;50;Цинк (белый);10.9;Полная;6;1,5;;;5,01;35,99;;
;;;42;4382011720;10;50;Без покрытия;5.8;Полная;;1,5;;;3,42;35,99;;
;;;42;4382011722;10;50;Цинк (белый);5.8;Полная;6;1,5;;;3,84;35,99;;
;;;42;4382012417;10;50;Без покрытия;8.8;Полная;;1,5;;;4,42;35,99;;
;;;42;4382012418;10;50;Цинк (белый);8.8;Полная;6;1,5;;;4,84;35,99;;
;;;42;4382016085;10;55;Цинк (белый);10.9;Полная;6;1,5;;;5,01;40,94;;
;;;42;4382012208;10;55;Без покрытия;5.8;Полная;;1,5;;;3,42;38,13;;
;;;42;4382012211;10;55;Цинк (белый);5.8;Полная;6;1,5;;;3,84;38,13;;
;;;42;4382012419;10;55;Без покрытия;8.8;Полная;;1,5;;;4,42;38,13;;
;;;42;4382012420;10;55;Цинк (белый);8.8;Полная;6;1,5;;;4,84;38,13;;
;;;42;4382017512;10;55;Без покрытия;10.9;Полная;;1;;;4,95;1;;
;;;42;4382015154;10;60;Без покрытия;10.9;Полная;;1,5;;;4,59;40,78;;
;;;42;4382015155;10;60;Цинк (белый);10.9;Полная;6;1,5;;;5,01;40,78;;
;;;42;4382011724;10;60;Без покрытия;5.8;Полная;;1,5;;;3,42;40,78;;
;;;42;4382011726;10;60;Цинк (белый);5.8;Полная;6;1,5;;;3,84;40,78;;
;;;42;4382012421;10;60;Без покрытия;8.8;Полная;;1,5;;;4,42;40,78;;
;;;42;4382012068;10;60;Цинк (белый);8.8;Полная;6;1,5;;;4,84;40,78;;
;;;42;4382015896;10;65;Без покрытия;10.9;Полная;;1,5;;;4,59;43,42;;
;;;42;4382015897;10;65;Цинк (белый);10.9;Полная;6;1,5;;;5,01;43,42;;
;;;42;4382012069;10;65;Без покрытия;5.8;Полная;;1,5;;;3,42;43,42;;
;;;42;4382012070;10;65;Цинк (белый);5.8;Полная;6;1,5;;;3,84;43,42;;
;;;42;4382012423;10;65;Без покрытия;8.8;Полная;;1,5;;;4,42;43,42;;
;;;42;4382012422;10;65;Цинк (белый);8.8;Полная;6;1,5;;;4,84;43,42;;
;;;42;4382015131;10;70;Цинк (белый);10.9;Полная;6;1,5;;;5,01;45,64;;
;;;42;4382012071;10;70;Без покрытия;5.8;Полная;;1,5;;;3,42;45,64;;
;;;42;4382012072;10;70;Цинк (белый);5.8;Полная;6;1,5;;;3,84;45,64;;
;;;42;4382012073;10;70;Без покрытия;8.8;Полная;;1,5;;;4,42;45,64;;
;;;42;4382012074;10;70;Цинк (белый);8.8;Полная;6;1,5;;;4,84;45,64;;
;;;42;4382017578;10;70;Без покрытия;10.9;Полная;;1;;;4,95;1;;
;;;42;4382015899;10;75;Цинк (белый);10.9;Полная;6;1,5;;;5,01;48,29;;
;;;42;4382012075;10;75;Без покрытия;5.8;Полная;;1,5;;;3,42;48,29;;
;;;42;4382012076;10;75;Цинк (белый);5.8;Полная;6;1,5;;;3,84;48,29;;
;;;42;4382013756;10;75;Без покрытия;8.8;Полная;;1,5;;;4,42;48,29;;
;;;42;4382012077;10;75;Цинк (белый);8.8;Полная;6;1,5;;;4,84;48,29;;
;;;42;4382015540;10;80;Без покрытия;10.9;Полная;;1,5;;;4,59;50,88;;
;;;42;4382012078;10;80;Без покрытия;5.8;Полная;;1,5;;;3,42;50,88;;
;;;42;4382012079;10;80;Цинк (белый);5.8;Полная;6;1,5;;;3,84;50,88;;
;;;42;4382013206;10;80;Без покрытия;8.8;Полная;;1,5;;;4,42;50,88;;
;;;42;4382013207;10;80;Цинк (белый);8.8;Полная;6;1,5;;;4,84;50,88;;
;;;42;4382015541;10;80;Цинк (белый);10.9;Полная;6;1,5;;;5,01;50,88;;
;;;42;4382013176;10;85;Без покрытия;5.8;Полная;;1,5;;;3,42;53,29;;
;;;42;4382013177;10;85;Цинк (белый);5.8;Полная;6;1,5;;;3,84;53,29;;
;;;42;4382013755;10;85;Цинк (белый);8.8;Полная;6;1,5;;;4,84;59,44;;
;;;42;4382014999;10;90;Цинк (белый);10.9;Полная;6;1,5;;;5,01;55,61;;
;;;42;4382013089;10;90;Без покрытия;5.8;Полная;;1,5;;;3,42;55,61;;
;;;42;4382013090;10;90;Цинк (белый);5.8;Полная;6;1,5;;;3,84;55,61;;
;;;42;4382013178;10;90;Без покрытия;8.8;Полная;;1,5;;;4,42;55,61;;
;;;42;4382013179;10;90;Цинк (белый);8.8;Полная;6;1,5;;;4,84;55,61;;
;;;42;4382013091;10;95;Без покрытия;5.8;Полная;;1,5;;;3,42;58,3;;
;;;42;4382013092;10;95;Цинк (белый);5.8;Полная;6;1,5;;;3,84;58,3;;
;;;42;4382014792;10;95;Цинк (белый);8.8;Полная;6;1,5;;;4,84;58,3;;
;;;42;4382016059;10;100;Без покрытия;10.9;Полная;;1,5;;;4,59;60,47;;
;;;42;4382016060;10;100;Цинк (белый);10.9;Полная;6;1,5;;;5,01;60,47;;
;;;42;4382013197;10;100;Без покрытия;5.8;Полная;;1,5;;;3,42;60,47;;
;;;42;4382013080;10;100;Цинк (белый);5.8;Полная;6;1,5;;;3,84;60,47;;
;;;42;4382013208;10;100;Без покрытия;8.8;Полная;;1,5;;;4,42;60,47;;
;;;42;4382013209;10;100;Цинк (белый);8.8;Полная;6;1,5;;;4,84;60,47;;
;;;42;4382013082;10;105;Цинк (белый);5.8;Полная;6;1,5;;;3,84;74,47;;
;;;42;4382013083;10;110;Без покрытия;5.8;Полная;;1,5;;;3,42;66,26;;
;;;42;4382013084;10;110;Цинк (белый);5.8;Полная;6;1,5;;;3,84;66,26;;
;;;42;4382013211;10;110;Цинк (белый);8.8;Полная;6;1,5;;;4,84;66,26;;
;;;42;4382013210;10;110;Без покрытия;8.8;Полная;;1,5;;;4,42;66,26;;
;;;42;4382013085;10;115;Без покрытия;5.8;Полная;;1,5;;;3,42;80,63;;
;;;42;4382013086;10;115;Цинк (белый);5.8;Полная;6;1,5;;;3,84;80,63;;
;;;42;4382013087;10;120;Без покрытия;5.8;Полная;;1,5;;;3,42;83,72;;
;;;42;4382013088;10;120;Цинк (белый);5.8;Полная;6;1,5;;;3,84;83,72;;
;;;42;4382013116;10;120;Без покрытия;8.8;Полная;;1,5;;;4,42;83,72;;
;;;42;4382013117;10;120;Цинк (белый);8.8;Полная;6;1,5;;;4,84;83,72;;
;;;42;4382015469;10;120;Цинк (белый);10.9;Полная;6;1,5;;;5,01;83,72;;
;;;42;4382013445;10;150;Без покрытия;5.8;Полная;;1,5;;;3,42;84,426;;
;;;42;4382012080;12;20;Без покрытия;5.8;Полная;;1,75;;;3,46;31,26;;
;;;42;4382012081;12;20;Цинк (белый);5.8;Полная;6;1,75;;;3,88;31,26;;
;;;42;4382013216;12;20;Без покрытия;8.8;Полная;;1,75;;;4,46;31,26;;
;;;42;4382014898;12;20;Цинк (желтый);8.8;Полная;6;1,75;;;4,92;31,26;;
;;;42;4382013217;12;20;Цинк (белый);8.8;Полная;6;1,75;;;4,88;31,26;;
;;;42;4382017537;12;20;Цинк (белый);10.9;Полная;6;1,75;;;5,08;31,26;;
;;;42;4382015134;12;25;Без покрытия;10.9;Полная;;1,75;;;4,66;34,36;;
;;;42;4382015135;12;25;Цинк (белый);10.9;Полная;6;1,75;;;5,08;34,36;;
;;;42;4382012082;12;25;Без покрытия;5.8;Полная;;1,75;;;3,46;34,36;;
;;;42;4382012083;12;25;Цинк (белый);5.8;Полная;6;1,75;;;3,88;34,36;;
;;;42;4382012084;12;25;Без покрытия;8.8;Полная;;1,75;;;4,46;34,36;;
;;;42;4382012085;12;25;Цинк (белый);8.8;Полная;6;1,75;;;4,88;34,36;;
;;;42;4382015068;12;30;Без покрытия;10.9;Полная;;1,75;;;4,66;38,26;;
;;;42;4382015069;12;30;Цинк (белый);10.9;Полная;6;1,75;;;5,08;38,26;;
;;;42;4382012087;12;30;Без покрытия;5.8;Полная;;1,75;;;3,46;38,26;;
;;;42;4382012217;12;30;Цинк (белый);5.8;Полная;6;1,75;;;3,88;38,26;;
;;;42;4382012089;12;30;Без покрытия;8.8;Полная;;1,75;;;4,46;38,26;;
;;;42;4382012090;12;30;Цинк (белый);8.8;Полная;6;1,75;;;4,88;38,26;;
;;;42;4382014090;12;32;Цинк (белый);8.8;Полная;6;1,75;;;4,88;42,59;;
;;;42;4382015132;12;35;Без покрытия;10.9;Полная;;1,75;;;4,66;45,34;;
;;;42;4382015133;12;35;Цинк (белый);10.9;Полная;6;1,75;;;5,08;41,32;;
;;;42;4382012092;12;35;Без покрытия;5.8;Полная;;1,75;;;3,46;45,34;;
;;;42;4382012093;12;35;Цинк (белый);5.8;Полная;6;1,75;;;3,88;45,34;;
;;;42;4382012095;12;35;Без покрытия;8.8;Полная;;1,75;;;4,46;45,34;;
;;;42;4382012096;12;35;Цинк (белый);8.8;Полная;6;1,75;;;4,88;41,32;;
;;;42;4382015070;12;40;Без покрытия;10.9;Полная;;1,75;;;4,66;49,78;;
;;;42;4382015071;12;40;Цинк (белый);10.9;Полная;6;1,75;;;5,08;44,7;;
;;;42;4382012098;12;40;Без покрытия;5.8;Полная;;1,75;;;3,46;49,78;;
;;;42;4382012100;12;40;Цинк (белый);5.8;Полная;6;1,75;;;3,88;49,78;;
;;;42;4382012101;12;40;Без покрытия;8.8;Полная;;1,75;;;4,46;49,78;;
;;;42;4382012102;12;40;Цинк (белый);8.8;Полная;6;1,75;;;4,88;49,78;;
;;;42;4382015136;12;45;Без покрытия;10.9;Полная;;1,75;;;4,66;54,22;;
;;;42;4382015137;12;45;Цинк (белый);10.9;Полная;6;1,75;;;5,08;54,22;;
;;;42;4382011732;12;45;Без покрытия;5.8;Полная;;1,75;;;3,46;54,22;;
;;;42;4382012210;12;45;Цинк (белый);5.8;Полная;6;1,75;;;3,88;54,22;;
;;;42;4382012104;12;45;Без покрытия;8.8;Полная;;1,75;;;4,46;54,22;;
;;;42;4382012105;12;45;Цинк (белый);8.8;Полная;6;1,75;;;4,88;54,22;;
;;;42;4382015072;12;50;Без покрытия;10.9;Полная;;1,75;;;4,66;58,67;;
;;;42;4382015073;12;50;Цинк (белый);10.9;Полная;6;1,75;;;5,08;58,67;;
;;;42;4382012106;12;50;Без покрытия;5.8;Полная;;1,75;;;3,46;58,67;;
;;;42;4382012107;12;50;Цинк (белый);5.8;Полная;6;1,75;;;3,88;58,67;;
;;;42;4382012108;12;50;Без покрытия;8.8;Полная;;1,75;;;4,46;58,67;;
;;;42;4382012109;12;50;Цинк (белый);8.8;Полная;6;1,75;;;4,88;58,67;;
;;;42;4382015156;12;55;Без покрытия;10.9;Полная;;1,75;;;4,66;63,11;;
;;;42;4382015157;12;55;Цинк (белый);10.9;Полная;6;1,75;;;5,08;63,11;;
;;;42;4382012110;12;55;Без покрытия;5.8;Полная;;1,75;;;3,46;63,11;;
;;;42;4382012111;12;55;Цинк (белый);5.8;Полная;6;1,75;;;3,88;63,11;;
;;;42;4382012425;12;55;Без покрытия;8.8;Полная;;1,75;;;4,46;63,11;;
;;;42;4382012426;12;55;Цинк (белый);8.8;Полная;6;1,75;;;4,88;63,11;;
;;;42;4382015074;12;60;Без покрытия;10.9;Полная;;1,75;;;4,66;67,55;;
;;;42;4382015075;12;60;Цинк (белый);10.9;Полная;6;1,75;;;5,08;59,64;;
;;;42;4382012112;12;60;Без покрытия;5.8;Полная;;1,75;;;3,46;67,55;;
;;;42;4382012113;12;60;Цинк (белый);5.8;Полная;6;1,75;;;3,88;67,55;;
;;;42;4382012427;12;60;Без покрытия;8.8;Полная;;1,75;;;4,46;67,55;;
;;;42;4382012428;12;60;Цинк (белый);8.8;Полная;6;1,75;;;4,88;67,55;;
;;;42;4382015159;12;65;Цинк (белый);10.9;Полная;6;1,75;;;5,08;71,99;;
;;;42;4382012114;12;65;Без покрытия;5.8;Полная;;1,75;;;3,46;71,99;;
;;;42;4382012115;12;65;Цинк (белый);5.8;Полная;6;1,75;;;3,88;71,99;;
;;;42;4382012429;12;65;Без покрытия;8.8;Полная;;1,75;;;4,46;71,99;;
;;;42;4382012430;12;65;Цинк (белый);8.8;Полная;6;1,75;;;4,88;71,99;;
;;;42;4382015158;12;65;Без покрытия;10.9;Полная;;1,75;;;4,66;71,99;;
;;;42;4382012116;12;70;Без покрытия;5.8;Полная;;1,75;;;3,46;76,44;;
;;;42;4382012117;12;70;Цинк (белый);5.8;Полная;6;1,75;;;3,88;76,44;;
;;;42;4382012118;12;70;Без покрытия;8.8;Полная;;1,75;;;4,46;76,44;;
;;;42;4382012119;12;70;Цинк (белый);8.8;Полная;6;1,75;;;4,88;76,44;;
;;;42;4382015703;12;70;Цинк (белый);10.9;Полная;6;1,75;;;5,08;76,44;;
;;;42;4382012120;12;75;Без покрытия;5.8;Полная;;1,75;;;3,46;80,88;;
;;;42;4382012121;12;75;Цинк (белый);5.8;Полная;6;1,75;;;3,88;80,88;;
;;;42;4382012431;12;75;Без покрытия;8.8;Полная;;1,75;;;4,46;80,88;;
;;;42;4382012432;12;75;Цинк (белый);8.8;Полная;6;1,75;;;4,88;80,88;;
;;;42;4382015705;12;75;Цинк (белый);10.9;Полная;6;1,75;;;5,05;80,88;;
;;;42;4382014967;12;80;Без покрытия;10.9;Полная;;1,75;;;4,66;85,33;;
;;;42;4382014968;12;80;Цинк (белый);10.9;Полная;6;1,75;;;5,08;85,33;;
;;;42;4382012122;12;80;Без покрытия;5.8;Полная;;1,75;;;3,46;85,33;;
;;;42;4382012123;12;80;Цинк (белый);5.8;Полная;6;1,75;;;3,88;85,33;;
;;;42;4382012124;12;80;Без покрытия;8.8;Полная;;1,75;;;4,46;85,33;;
;;;42;4382012125;12;80;Цинк (белый);8.8;Полная;6;1,75;;;4,88;85,33;;
;;;42;4382016063;12;85;Без покрытия;10.9;Полная;;1,75;;;4,66;89,77;;
;;;42;4382012663;12;85;Без покрытия;5.8;Полная;;1,75;;;3,46;77,2;;
;;;42;4382012664;12;85;Цинк (белый);5.8;Полная;6;1,75;;;3,88;77,2;;
;;;42;4382013219;12;85;Цинк (белый);8.8;Полная;6;1,75;;;4,88;89,77;;
;;;42;4382015000;12;90;Без покрытия;10.9;Полная;;1,75;;;4,66;94,2;;
;;;42;4382015001;12;90;Цинк (белый);10.9;Полная;6;1,75;;;5,08;94,2;;
;;;42;4382012665;12;90;Без покрытия;5.8;Полная;;1,75;;;3,46;80,8;;
;;;42;4382012666;12;90;Цинк (белый);5.8;Полная;6;1,75;;;3,88;80,8;;
;;;42;4382013220;12;90;Без покрытия;8.8;Полная;;1,75;;;4,46;94,2;;
;;;42;4382013221;12;90;Цинк (белый);8.8;Полная;6;1,75;;;4,88;94,2;;
;;;42;4382012667;12;95;Без покрытия;5.8;Полная;;1,75;;;3,46;84,4;;
;;;42;4382012668;12;95;Цинк (белый);5.8;Полная;6;1,75;;;3,88;84,4;;
;;;42;4382014908;12;95;Цинк (белый);8.8;Полная;6;1,75;;;4,88;93,32;;
;;;42;4382015066;12;100;Без покрытия;10.9;Полная;;1,75;;;4,66;88,24;;
;;;42;4382015067;12;100;Цинк (белый);10.9;Полная;6;1,75;;;5,08;88,24;;
;;;42;4382012629;12;100;Без покрытия;5.8;Полная;;1,75;;;3,46;88,24;;
;;;42;4382012630;12;100;Цинк (белый);5.8;Полная;6;1,75;;;3,88;88,24;;
;;;42;4382013212;12;100;Без покрытия;8.8;Полная;;1,75;;;4,46;88,24;;
;;;42;4382013213;12;100;Цинк (белый);8.8;Полная;6;1,75;;;4,88;88,24;;
;;;42;4382012631;12;110;Без покрытия;5.8;Полная;;1,75;;;3,46;95,08;;
;;;42;4382012632;12;110;Цинк (белый);5.8;Полная;6;1,75;;;3,88;95,08;;
;;;42;4382013093;12;110;Без покрытия;8.8;Полная;;1,75;;;4,46;95,08;;
;;;42;4382013094;12;110;Цинк (белый);8.8;Полная;6;1,75;;;4,88;95,08;;
;;;42;4382015709;12;110;Цинк (белый);10.9;Полная;6;1,75;;;5,08;106,04;;
;;;42;4382015002;12;120;Без покрытия;10.9;Полная;;1,75;;;4,66;102,3;;
;;;42;4382015003;12;120;Цинк (белый);10.9;Полная;6;1,75;;;5,08;102,3;;
;;;42;4382012633;12;120;Без покрытия;5.8;Полная;;1,75;;;3,46;102,3;;
;;;42;4382012634;12;120;Цинк (белый);5.8;Полная;6;1,75;;;3,88;102,3;;
;;;42;4382013214;12;120;Без покрытия;8.8;Полная;;1,75;;;4,46;102,3;;
;;;42;4382013215;12;120;Цинк (белый);8.8;Полная;6;1,75;;;4,88;102,3;;
;;;42;4382016088;14;30;Без покрытия;10.9;Полная;;2;;;5,01;56,32;;
;;;42;4382016089;14;30;Цинк (белый);10.9;Полная;6;2;;;5,43;56,32;;
;;;42;4382013095;14;30;Без покрытия;5.8;Полная;;2;;;3,81;62,18;;
;;;42;4382013096;14;30;Цинк (белый);5.8;Полная;6;2;;;4,23;62,18;;
;;;42;4382014485;14;30;Без покрытия;8.8;Полная;;2;;;4,81;56,32;;
;;;42;4382014486;14;30;Цинк (белый);8.8;Полная;6;2;;;5,23;56,32;;
;;;42;4382016090;14;35;Без покрытия;10.9;Полная;;2;;;5,01;65,24;;
;;;42;4382016091;14;35;Цинк (белый);10.9;Полная;6;2;;;5,43;65,24;;
;;;42;4382014244;14;35;Без покрытия;5.8;Полная;;2;;;3,81;65,24;;
;;;42;4382014245;14;35;Цинк (белый);5.8;Полная;6;2;;;4,23;65,24;;
;;;42;4382013114;14;35;Без покрытия;8.8;Полная;;2;;;4,81;65,24;;
;;;42;4382013115;14;35;Цинк (белый);8.8;Полная;6;2;;;5,23;65,24;;
;;;42;4382015020;14;40;Без покрытия;10.9;Полная;;2;;;4,84;73,79;;
;;;42;4382015021;14;40;Цинк (белый);10.9;Полная;6;2;;;5,26;73,79;;
;;;42;4382013077;14;40;Без покрытия;5.8;Полная;;2;;;3,58;73,79;;
;;;42;4382013078;14;40;Цинк (белый);5.8;Полная;6;2;;;4,00;73,79;;
;;;42;4382013112;14;40;Без покрытия;8.8;Полная;;2;;;4,58;73,79;;
;;;42;4382013113;14;40;Цинк (белый);8.8;Полная;6;2;;;5,00;73,79;;
;;;42;4382012683;14;45;Без покрытия;5.8;Полная;;2;;;3,58;72,9;;
;;;42;4382012684;14;45;Цинк (белый);5.8;Полная;6;2;;;4,00;72,9;;
;;;42;4382014289;14;45;Без покрытия;8.8;Полная;;2;;;4,58;79,84;;
;;;42;4382014290;14;45;Цинк (белый);8.8;Полная;6;2;;;5,00;79,84;;
;;;42;4382015470;14;45;Без покрытия;10.9;Полная;;2;;;4,84;79,84;;
;;;42;4382015471;14;45;Цинк (белый);10.9;Полная;6;2;;;5,26;79,84;;
;;;42;4382015088;14;50;Без покрытия;10.9;Полная;;2;;;4,84;77,9;;
;;;42;4382015089;14;50;Цинк (белый);10.9;Полная;6;2;;;5,26;85,89;;
;;;42;4382012685;14;50;Без покрытия;5.8;Полная;;2;;;3,58;77,9;;
;;;42;4382013097;14;50;Цинк (белый);5.8;Полная;6;2;;;4,00;85,89;;
;;;42;4382013994;14;50;Без покрытия;8.8;Полная;;2;;;4,58;77,9;;
;;;42;4382013995;14;50;Цинк (белый);8.8;Полная;6;2;;;5,00;85,89;;
;;;42;4382015160;14;55;Без покрытия;10.9;Полная;;2;;;4,84;89,39;;
;;;42;4382012686;14;55;Без покрытия;5.8;Полная;;2;;;3,58;82,8;;
